penalty_id,race_id,driver_id,penalty_type,penalty_points,description 
2030,2340,2059,Stop-and-go,9,Time left could program fish happen evidence like.
2031,1526,33,Stop-and-go,2,Enjoy partner cut.
2032,2546,501,Time Penalty,1,Treatment again front mouth than feeling quality.
2033,1697,1698,Stop-and-go,6,Develop do fly teach machine.
2034,1727,2639,Time Penalty,10,Loss from size speech treatment subject.
2035,1636,822,Time Penalty,7,Become past because old small.
2036,842,1691,Time Penalty,9,More me speech service.
2037,633,1298,Drive-through,3,Else do should speak more government.
2038,168,1991,Stop-and-go,2,Step resource many seek well already.
2039,2749,790,Time Penalty,2,Other season everything science.
2040,767,1659,Stop-and-go,4,Music enough though take current eight maintain.
2041,1090,2617,Stop-and-go,6,Key share treat gas.
2042,593,508,Time Penalty,7,Happy himself partner society culture news.
2043,789,2803,Drive-through,4,End nothing around nothing number television explain.
2044,2260,1569,Time Penalty,9,Event heart great throughout avoid.
2045,800,837,Drive-through,5,Watch hit teacher feel use agree tonight.
2046,2174,2125,Drive-through,2,Voice lay though important simply everyone follow.
2047,2102,1480,Stop-and-go,5,Risk occur group grow.
2048,166,1235,Time Penalty,3,Detail occur wish customer cover market seem.
2049,1569,1848,Time Penalty,3,Over choose let country.
2050,546,349,Stop-and-go,5,Third thus direction himself.
2051,2826,2061,Drive-through,3,Agree indicate minute.
2052,1769,951,Time Penalty,10,Imagine response appear decide window news.
2053,1568,817,Drive-through,10,We cost anything great student idea leader notice.
2054,2854,440,Drive-through,2,Partner soldier decision laugh successful.
2055,1786,2057,Time Penalty,5,Fact just its education fill.
2056,1060,1226,Stop-and-go,10,Move stuff stock summer front make.
2057,1026,2352,Stop-and-go,7,Which traditional art eight thing just capital pull.
2058,2338,2627,Drive-through,4,Beyond should social effect mother walk reality will.
2059,2601,2827,Stop-and-go,7,Dream effect full performance.
2060,2773,731,Time Penalty,2,Structure during account individual ago.
2061,2117,1597,Drive-through,5,Grow weight space outside although may some.
2062,2154,2907,Drive-through,2,Democrat behind arm value fear collection.
2063,769,1207,Stop-and-go,8,Kind within run three thought after enjoy.
2064,547,2535,Time Penalty,4,Task single position might.
2065,1110,2203,Time Penalty,4,Method yourself book care future resource beat.
2066,901,142,Time Penalty,10,Several usually market four campaign produce morning receive.
2067,2487,2652,Stop-and-go,8,City boy down war.
2068,1035,1359,Time Penalty,2,Consumer city man attention do center.
2069,1653,118,Time Penalty,8,Price but respond anything.
2070,780,1935,Time Penalty,1,Level really sit fact discussion out east anything.
2071,2243,846,Drive-through,8,Account as safe can place network south.
2072,909,2587,Time Penalty,8,Since need society push rest do something.
2073,77,1980,Time Penalty,0,Any reason lawyer to.
2074,2135,2665,Drive-through,10,Poor bill those outside nor in.
2075,1049,2880,Stop-and-go,2,Say article time should.
2076,2633,1943,Time Penalty,4,Life Mr fire make he.
2077,162,2945,Stop-and-go,9,Wrong already doctor day.
2078,1247,1677,Time Penalty,5,Past become place away relate.
2079,2220,1521,Drive-through,1,Various enjoy plan green within question of near.
2080,2206,1135,Drive-through,5,Administration result organization policy feel husband wrong.
2081,629,2190,Stop-and-go,10,Make Democrat explain outside when cut happen.
2082,300,1601,Drive-through,3,Not address language billion director.
2083,172,969,Stop-and-go,0,Whose woman upon management.
2084,910,2388,Drive-through,10,Watch door small.
2085,1493,1632,Time Penalty,1,Choice turn mission something loss.
2086,283,1436,Time Penalty,9,Perhaps usually though good outside ever through.
2087,1578,2192,Stop-and-go,2,Public window recognize marriage write state itself.
2088,1138,859,Stop-and-go,7,If vote father whom job.
2089,1234,1901,Stop-and-go,1,Friend life management country traditional else night rule.
2090,2190,1303,Drive-through,3,Crime color staff maybe reduce.
2091,2003,2598,Time Penalty,0,Under tough bar time letter provide among.
2092,2307,1887,Drive-through,2,Bill feel build student very.
2093,486,1157,Drive-through,9,Such sure light environmental.
2094,912,1072,Time Penalty,6,Scene radio indeed then one.
2095,1918,26,Stop-and-go,10,Medical information majority maintain sign hour white.
2096,532,230,Time Penalty,8,Foot chair cause government pass.
2097,1173,244,Time Penalty,2,Apply their word represent.
2098,1586,1204,Drive-through,2,Quite she walk billion be owner above.
2099,2148,710,Time Penalty,0,Training owner different more anything six thus.
2100,482,1481,Time Penalty,9,Top value produce oil exist since.
2101,2716,622,Drive-through,3,Wall hot soon possible process word.
2102,2860,948,Drive-through,9,Run sense always police machine drug half.
2103,2397,2984,Stop-and-go,8,Effort save box foreign organization argue assume.
2104,1934,564,Drive-through,8,Early play their when boy ten receive.
2105,823,639,Drive-through,7,State international red.
2106,1507,2293,Stop-and-go,1,Late under my represent senior.
2107,301,2077,Time Penalty,4,Until almost everything can economy cultural option.
2108,2780,1203,Time Penalty,5,Strong serve nice performance.
2109,554,1492,Time Penalty,3,Cold through soon rate range.
2110,2672,424,Stop-and-go,2,Sign produce shake him.
2111,2643,1997,Stop-and-go,10,That gun over reason.
2112,74,2176,Time Penalty,10,Wind attack worker challenge despite listen.
2113,1359,265,Drive-through,8,Major popular once medical business save news.
2114,2116,1277,Stop-and-go,2,Our course billion standard after call design.
2115,2178,507,Stop-and-go,8,Same impact sing.
2116,1978,1836,Stop-and-go,1,Middle serious world share scientist.
2117,1353,580,Time Penalty,1,Professor discover three kind small.
2118,1002,1672,Time Penalty,10,When either child common raise forward white.
2119,1186,1766,Stop-and-go,7,Perhaps list build.
2120,2944,1227,Stop-and-go,6,Total involve think military defense.
2121,107,547,Stop-and-go,8,Firm these rock attorney avoid.
2122,1344,2653,Time Penalty,8,Car involve fine.
2123,164,2177,Drive-through,0,Blue any also religious head.
2124,2798,2023,Time Penalty,5,Describe city picture same western unit trade.
2125,2070,145,Drive-through,8,Resource eye son measure matter lead.
2126,763,278,Stop-and-go,9,People interview audience probably group officer.
2127,2924,2795,Stop-and-go,4,Crime everything list.
2128,89,2932,Time Penalty,0,Account by which remember power.
2129,1155,1986,Drive-through,6,Make well oil industry.
2130,659,2056,Drive-through,10,Onto history detail win player author admit.
2131,1936,660,Drive-through,10,Sing watch office sister better growth by.
2132,1005,2569,Time Penalty,6,Know product well better former.
2133,2474,773,Drive-through,8,Power either many especially six.
2134,225,2634,Time Penalty,10,All control large relationship song last.
2135,2553,1844,Time Penalty,0,Provide picture age nearly former reason age.
2136,1279,963,Time Penalty,8,Window painting exactly debate.
2137,2736,1264,Drive-through,8,Total fall upon notice.
2138,1189,2578,Time Penalty,2,Thing bed focus moment agent.
2139,1732,1690,Drive-through,1,Fine than stuff ball note.
2140,816,2135,Drive-through,6,Six page consider new support follow.
2141,2336,2573,Time Penalty,10,Write discussion benefit they forward choose.
2142,861,1551,Time Penalty,2,Time before early decade again.
2143,1651,1018,Drive-through,6,Mean maybe will break.
2144,1532,917,Drive-through,4,Return heavy Congress threat age family.
2145,1244,814,Stop-and-go,9,Strategy whole strategy almost remember imagine.
2146,2753,1145,Time Penalty,8,Into test institution attention newspaper something international.
2147,259,202,Stop-and-go,7,Card although or my girl plan.
2148,1741,2076,Time Penalty,4,War realize film specific quality enough with.
2149,1444,1808,Stop-and-go,3,Reason throughout wife produce cell might.
2150,232,2496,Time Penalty,2,Ready pretty eye whom.
2151,2865,2351,Time Penalty,1,Great north course test collection current more.
2152,663,568,Stop-and-go,8,Cause simply exactly bed.
2153,2888,31,Stop-and-go,7,Blood check tree support office sit.
2154,165,1151,Time Penalty,5,Such particular final wrong here concern.
2155,2315,1285,Time Penalty,0,Important front kind situation.
2156,2739,2088,Stop-and-go,7,None political people keep decade job.
2157,2450,1974,Time Penalty,7,Least meet order ability rock.
2158,1305,541,Stop-and-go,7,Day oil get name reveal author south.
2159,2258,486,Stop-and-go,7,Explain shake talk great even fill.
2160,2310,1866,Drive-through,8,Memory side bill management.
2161,2928,1395,Stop-and-go,1,Smile test onto.
2162,857,1620,Drive-through,10,Design so myself reason glass.
2163,2129,1662,Time Penalty,6,Design stock place for firm about among.
2164,1210,936,Drive-through,9,Can often include above control wind.
2165,2335,101,Drive-through,3,Even represent ahead bank college into picture.
2166,130,2208,Drive-through,6,Believe piece that raise condition pressure agreement.
2167,266,2933,Drive-through,10,Himself traditional chance involve leg guess region require.
2168,1496,2033,Time Penalty,7,Community red factor five teach.
2169,1729,1803,Time Penalty,4,Everyone office past movie.
2170,1134,2598,Drive-through,6,Red question address surface.
2171,134,1156,Drive-through,7,Provide mean table fear central continue risk focus.
2172,1606,700,Time Penalty,2,Task letter affect your southern drive.
2173,1611,2015,Stop-and-go,5,Son sea make science already number.
2174,735,216,Drive-through,6,Pattern city area.
2175,2629,2100,Stop-and-go,1,No section apply top remember not.
2176,1034,1527,Stop-and-go,0,Garden dream I idea store industry.
2177,509,1214,Time Penalty,1,Power direction too show important source.
2178,294,2707,Time Penalty,9,It discuss concern join wide.
2179,2264,2047,Time Penalty,8,Explain attention approach role today.
2180,2324,1298,Time Penalty,7,What sure citizen opportunity white represent half.
2181,126,497,Time Penalty,7,Player continue of leg clear increase.
2182,1003,1170,Drive-through,0,Yourself my explain benefit.
2183,2979,2515,Time Penalty,1,Operation improve hand friend.
2184,1554,2345,Drive-through,0,Add environment assume.
2185,2501,2297,Drive-through,7,Indeed soon TV necessary anyone.
2186,145,1782,Drive-through,10,Leader whole computer phone.
2187,2768,2833,Drive-through,3,Star as rise election performance allow mention.
2188,2653,1912,Time Penalty,4,Husband reduce game message player leave.
2189,772,1436,Time Penalty,3,After nature into tonight.
2190,932,2517,Stop-and-go,8,Whatever policy money best many.
2191,1635,634,Drive-through,3,More on message listen we close so.
2192,130,2028,Drive-through,4,School close education couple range painting party.
2193,663,945,Stop-and-go,9,That inside final many if alone beautiful.
2194,1621,1366,Stop-and-go,1,Development debate here bar option simply including.
2195,2867,77,Stop-and-go,10,Fill without certain.
2196,2631,721,Stop-and-go,1,Consumer during now central may easy plant.
2197,960,2704,Stop-and-go,3,Sort body a various war particular.
2198,274,2573,Stop-and-go,2,Company scene know executive claim.
2199,709,1032,Drive-through,1,If think send avoid main either agreement.
2200,1845,2144,Time Penalty,9,Key by brother short fund.
2201,1646,905,Stop-and-go,5,He although single movement only clearly practice.
2202,251,19,Drive-through,3,Conference member argue yes exactly song.
2203,2270,279,Stop-and-go,2,Factor so any place effect job behavior.
2204,2935,1465,Time Penalty,8,Federal study agency consumer weight.
2205,800,502,Drive-through,1,Help alone way audience general.
2206,1805,495,Time Penalty,4,Product from lawyer.
2207,212,222,Drive-through,8,Book yard wear anyone shoulder see.
2208,2392,1942,Stop-and-go,1,Serve leader a fund thing.
2209,656,2507,Stop-and-go,8,Letter street throw meet.
2210,211,2463,Time Penalty,10,Sure reveal old all every.
2211,981,285,Stop-and-go,7,Heavy cover site.
2212,644,2615,Time Penalty,2,Sea Congress behavior sport home hotel.
2213,1912,2709,Stop-and-go,10,Next enter like party.
2214,1392,52,Drive-through,5,Sound budget than factor level item place media.
